sample_key,candidate_score_step24,candidate_tier_step24,candidate_reason_step24,candidate_caution_step24,DOI,paper_title,sample_id,composition,material_system,n_or_p,n_or_p_final_step17,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,zt_obs_max_step24,zt_pred_ML_max_step24,zt_pred_fitting_max_step24,zt_calc_from_obs_max_step24,zt_obs_max_step21,zt_pred_ML_max_step21,zt_pred_fitting_max_step21,zt_calc_from_obs_max_step21,zt_obs_max_step22,zt_pred_ML_max_step22,zt_pred_fitting_max_step22,zt_calc_from_obs_max_step22,sigma_obs_max_step24,sigma_obs_median_step24,sigma_pred_ML_max_step24,sigma_pred_ML_median_step24,kappa_obs_min_step24,kappa_obs_median_step24,seebeck_abs_max_step24,seebeck_abs_median_step24,zt_obs_max_from_rows_step24,zt_pred_ML_max_from_rows_step24,zt_calc_from_obs_max_from_rows_step24,temperature_min_step24,temperature_max_step24,temperature_span_step24,n_temperature_rows_step24,is_high_zt_observed_step24,is_high_zt_ml_predicted_step24,is_high_zt_fitting_predicted_step24,is_low_kappa_step24,is_high_sigma_obs_step24,is_high_sigma_ml_step24,is_low_kappa_high_sigma_step24,elements_detected_step24,contains_carbon_element_step24,rare_metal_elements_step24,rare_metal_flag_step24,toxicity_attention_elements_step24,toxicity_attention_flag_step24,is_low_rare_metal_attention_step24,is_low_toxicity_attention_step24,is_nanocarbon_candidate_step24,is_ml_supported_candidate_step24,is_fitting_supported_candidate_step24,is_balanced_recommended_candidate_step24,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,additive_final_step17,additive_source_step17,additive_confidence_final_step17,structure_final_step17,structure_source_step17,structure_confidence_final_step17,sintering_method_final_step17,sintering_condition_final_step17,sintering_checked_final_step17,sintering_source_step17,sintering_confidence_final_step17,paper_checked_step17,manual_review_status_step17,comparison_category_step22,primary_error_source_hypothesis_step23,secondary_error_source_hypothesis_step23,error_pattern_step23,error_cause_note_step23,sigma_fitting_log_rmse_step22,sigma_ML_log_rmse_step22,sigma_log_rmse_gap_ML_minus_fitting_step22,pf_fitting_mape_step22,pf_ML_mape_step22,pf_mape_gap_ML_minus_fitting_step22,zt_obs_fitting_mape_step22,zt_obs_ML_mape_step22,zt_obs_mape_gap_ML_minus_fitting_step22,missing_additive_info_step23,missing_structure_info_step23,missing_sintering_info_step23,manual_annotation_needed_step23,step23_review_priority_score,step23_review_priority_tier,step23_review_reason,in_manual_review_priority_step24,in_sintering_check_priority_step24,in_high_zt_error_step24,needs_manual_review_step24,needs_sintering_check_step24,sintering_method,sintering_checked,record_checked,evaluation_scope_step21,downstream_evaluation_note_step21,doi_url
10.1016_j.mtphys.2018.05.001__sample_44011,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.mtphys.2018.05.001,,44011,Ag9GaSe5.98,unknown,n,n,,,,,1.302239,2.1774384047084894,1.6528342992830671,1.3087280880493497,1.302239,1.2320209612842328,1.6528342992830671,1.3087280880493497,1.302239,2.1774384047084894,1.6528342992830671,1.3087280880493497,49443.95,24972.559999999998,27342.128693840023,20315.228156300123,0.4138403,0.5265204,0.0001801294,0.0001424977,1.302239,1.2320209612842328,1.3087280880493497,299.644,798.707,499.063,12,True,True,True,True,True,True,True,Ag;Ga;Se,False,Ag;Ga;Se,True,Se,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_close_to_fitting,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,both_good,candidate hypothesis only; no causal mechanism proven,0.206894527242512,0.3446627942432512,0.1377682670007392,0.1859382381186218,0.2904130851960205,0.1044748470773987,0.1668120445089765,0.2157367796269438,0.0489247351179672,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.mtphys.2018.05.001
10.1016_j.jpcs.2019.109262__sample_34136,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.jpcs.2019.109262,,34136,Sb1.65Bi0.35Te3,unknown,p,p,,,,,1.149557,1.1271385159578589,1.181397762452148,1.1540459602661608,1.149557,0.9286542248569144,1.181397762452148,1.1540459602661608,1.149557,1.1271385159578589,1.181397762452148,1.1540459602661608,81617.3,52588.33,61302.62203000144,42401.343489924795,0.7797693,0.8638344,0.0001967484,0.0001931818,1.149557,0.9286542248569144,1.1540459602661608,300.139,573.001,272.86199999999997,44,True,True,True,True,True,True,True,Bi;Sb;Te,False,Bi;Sb;Te,True,Sb;Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_close_to_fitting,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,both_good,candidate hypothesis only; no causal mechanism proven,0.0985479049216175,0.1091888625293283,0.0106409576077108,0.0706232651567122,0.0892439312830171,0.0186206661263049,0.0474313638159808,0.0150167798620314,-0.0324145839539493,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.jpcs.2019.109262
10.1016_j.jallcom.2013.12.068__sample_7177,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.jallcom.2013.12.068,,7177,Bi0.4Sb1.6Te3,unknown,p,p,,,,,1.189669,1.184626092762941,1.2850568326196998,1.190444544118261,1.189669,0.9760184842811056,1.2850568326196998,1.190444544118261,1.189669,1.184626092762941,1.2850568326196998,1.190444544118261,80444.44,61703.7,61342.81348641334,45194.55059773344,0.7609816,0.7855214500000001,0.0002105569,0.00019883775,1.189669,0.9760184842811056,1.190444544118261,307.982,458.839,150.85699999999997,6,True,True,True,True,True,True,True,Bi;Sb;Te,False,Bi;Sb;Te,True,Sb;Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_close_to_fitting,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,both_good,candidate hypothesis only; no causal mechanism proven,0.0736055885507127,0.1097260041042526,0.0361204155535398,0.0628637424061229,0.0789598850566663,0.0160961426505433,0.0636211162911613,0.0791967815005246,0.0155756652093633,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.jallcom.2013.12.068
10.1016_j.joule.2020.07.021__sample_37079,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.joule.2020.07.021,,37079,Ge0.85Sn0.05Sb0.1Te,unknown,p,p,,,,,1.890416,1.137264345205492,1.196993468383016,1.5488149937160445,1.890416,1.949146118245387,1.196993468383016,1.5488149937160445,1.890416,1.137264345205492,1.196993468383016,1.5488149937160445,116550.1,89044.29,234757.28986191563,145511.0266594247,1.416834,1.416834,0.0002091701,0.00018940489999999999,1.890416,1.949146118245387,1.5488149937160445,296.981,780.17,483.18899999999996,12,True,True,True,True,True,True,True,Ge;Sb;Sn;Te,False,Ge;Sb;Te,True,Sb;Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_close_to_fitting,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,both_good,candidate hypothesis only; no causal mechanism proven,0.1449094430221864,0.1536843687192614,0.008774925697075,0.1281302047650695,0.1257624891827414,-0.0023677155823281,0.1984679952061723,0.2384638724683356,0.0399958772621632,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.joule.2020.07.021
10.1016_j.joule.2020.07.021__sample_37078,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.joule.2020.07.021,,37078,Ge0.87Sn0.05Sb0.08Te,unknown,p,p,,,,,2.198108,1.8052656097581268,2.197447718020858,2.357190698386603,2.198108,3.094026881697541,2.197447718020858,2.357190698386603,2.198108,1.8052656097581268,2.197447718020858,2.357190698386603,148251.7,98368.3,234757.28986191563,145511.0266594247,1.252859,1.404658,0.0002060005,0.00017770079999999998,2.198108,3.094026881697541,2.357190698386603,300.737,780.178,479.441,12,True,True,True,True,True,True,True,Ge;Sb;Sn;Te,False,Ge;Sb;Te,True,Sb;Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_close_to_fitting,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,both_good,candidate hypothesis only; no causal mechanism proven,0.1151149751887554,0.2278126946440412,0.1126977194552858,0.1039584995954737,0.1827027277921343,0.0787442281966605,0.1101784498236275,0.1811213236838986,0.0709428738602711,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.joule.2020.07.021
10.1016_j.jmat.2019.01.008__sample_41039,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.jmat.2019.01.008,,41039,Ag1.2Cu0.8Te,unknown,p,p,,,,,1.329073,1.2758650304593355,1.4736137363636062,1.3313264503006113,1.329073,1.2363927661456722,1.4736137363636062,1.3313264503006113,1.329073,1.2758650304593355,1.4736137363636062,1.3313264503006113,30777.8,28415.135000000002,26245.622552147448,22527.633501604054,0.4714797,0.49039575,0.0001861491,0.0001623263,1.329073,1.2363927661456722,1.3313264503006113,522.448,767.891,245.44299999999998,6,True,True,True,True,True,True,True,Ag;Cu;Te,False,Ag;Te,True,Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_close_to_fitting,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,both_good,candidate hypothesis only; no causal mechanism proven,0.0907458690585149,0.1702870902073178,0.0795412211488028,0.0841620845905616,0.1305874934611559,0.0464254088705942,0.0848630903325351,0.1440125750660217,0.0591494847334866,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.jmat.2019.01.008
10.1016_j.jmat.2019.01.008__sample_41038,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.jmat.2019.01.008,,41038,Ag1.4Cu0.6Te,unknown,p,p,,,,,1.025394,1.7348450950651528,1.1249269861044713,1.0479245942410789,1.025394,1.6811730666758953,1.1249269861044713,1.0479245942410789,1.025394,1.7348450950651528,1.1249269861044713,1.0479245942410789,17367.73,15198.904999999999,26245.622552147448,22527.633501604054,0.3813081,0.4206038,0.000207487,0.00020172975,1.025394,1.6811730666758953,1.0479245942410789,522.91,766.626,243.716,6,True,True,True,True,True,True,True,Ag;Cu;Te,False,Ag;Te,True,Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_moderately_worse,not_evaluable,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect; tau_eff_ML_prediction_error,not_evaluable,candidate hypothesis only; no causal mechanism proven,0.0561093974122183,0.4368186121301983,0.3807092147179799,0.038147650507413,0.5445706788530076,0.5064230283455945,0.0529921263575124,0.5518088396781357,0.4988167133206232,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.jmat.2019.01.008
10.1016_j.jallcom.2020.158376__sample_39630,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.jallcom.2020.158376,,39630,(Bi0.3Sb1.7Te3)92.39(TiC)7.61,unknown,p,p,,,,,1.139484,1.0043708515020542,1.3020766501223215,1.1168271905120155,1.139484,1.0016931466214496,1.3020766501223215,1.1168271905120155,1.139484,1.0043708515020542,1.3020766501223215,1.1168271905120155,109018.6,71734.61,75507.33483744622,55260.242746314034,0.9752587,1.010211,0.0002093747,0.0002019976,1.139484,1.0016931466214496,1.1168271905120155,302.086,499.369,197.28300000000002,9,True,True,True,True,True,True,True,Bi;C;Sb;Te;Ti,True,Bi;Sb;Te,True,Sb;Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_close_to_fitting,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,both_good,candidate hypothesis only; no causal mechanism proven,0.1329849277598481,0.2916790641867348,0.1586941364268866,0.1203881030725022,0.2218032220986311,0.1014151190261289,0.1913836497341872,0.124811778883863,-0.0665718708503241,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.jallcom.2020.158376
10.1016_j.jallcom.2020.155181__sample_31078,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.jallcom.2020.155181,,31078,Sn0.69Pb0.3Zn0.01Te,unknown,p,p,,,,,1.3455,1.3620795927190776,1.7177023768483908,1.1559128707150623,1.3455,0.4651494155339901,1.7177023768483908,1.1559128707150623,1.3455,1.3620795927190776,1.7177023768483908,1.1559128707150623,320526.2,121814.5,60627.653426568606,34302.0634106718,1.767956,2.0580115,0.0001938336,0.0001938336,1.3455,0.4651494155339901,1.1559128707150623,304.223,842.271,538.048,13,True,True,True,True,True,True,True,Pb;Sn;Te;Zn,False,Te,True,Pb;Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_better_than_fitting,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect; tau_eff_ML_prediction_error,both_good,candidate hypothesis only; no causal mechanism proven,0.3018735928802694,0.3807099059538811,0.0788363130736117,0.4860137129417467,0.1783583583393319,-0.3076553546024148,0.4851077683802179,0.1776399750990195,-0.3074677932811984,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.jallcom.2020.155181
10.1016_j.jallcom.2019.153284__sample_34310,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.jallcom.2019.153284,,34310,Bi0.5Sb1.5Te3,unknown,p,p,,,,,1.269527,2.134415790532956,1.298949893978629,1.2664996214174389,1.269527,1.75855426233509,1.298949893978629,1.2664996214174389,1.269527,2.134415790532956,1.298949893978629,1.2664996214174389,46664.71,32706.595,61411.93138138079,45243.430138732394,1.011413,1.1098819999999998,0.0003228847,0.0003090218,1.269527,1.75855426233509,1.2664996214174389,299.512,479.859,180.34699999999998,10,True,True,True,True,True,True,True,Bi;Sb;Te,False,Bi;Sb;Te,True,Sb;Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_much_worse,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,both_poor,candidate hypothesis only; no causal mechanism proven,0.0448521945055521,0.498658040183725,0.4538058456781729,0.0350026684619067,0.6448306041349715,0.6098279356730647,0.0341260112132162,0.6460050284776578,0.6118790172644416,True,True,True,True,120.0,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,True,True,True,True,True,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.jallcom.2019.153284
10.1016_j.jallcom.2019.153284__sample_34309,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.jallcom.2019.153284,,34309,Bi0.5Sb1.5Te3,unknown,p,p,,,,,1.170681,1.6341326261048903,1.2243420131706375,1.168142864181147,1.170681,1.3463688319790927,1.2243420131706375,1.168142864181147,1.170681,1.6341326261048903,1.2243420131706375,1.168142864181147,62267.83,40506.205,61411.93138138079,45243.430138732394,1.112433,1.179509,0.0002945721,0.0002830542,1.170681,1.3463688319790927,1.168142864181147,299.751,480.336,180.58500000000004,10,True,True,True,True,True,True,True,Bi;Sb;Te,False,Bi;Sb;Te,True,Sb;Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_moderately_worse,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,both_good,candidate hypothesis only; no causal mechanism proven,0.0982225952226131,0.3049595536412281,0.206736958418615,0.0868786960823782,0.3410676503923688,0.2541889543099905,0.0883214278699393,0.3401968108786906,0.2518753830087512,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.jallcom.2019.153284
10.1016_j.jallcom.2019.153284__sample_34308,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.jallcom.2019.153284,,34308,Bi0.5Sb1.5Te3,unknown,p,p,,,,,1.290238,2.264590374184837,1.3202672316463615,1.2930137771605352,1.290238,1.8658056563437293,1.3202672316463615,1.2930137771605352,1.290238,2.264590374184837,1.3202672316463615,1.2930137771605352,45161.5,31039.025,61411.93138138079,45243.430138732394,0.895905,1.0769145,0.000329212,0.00031865175,1.290238,1.8658056563437293,1.2930137771605352,299.751,480.043,180.29200000000003,10,True,True,True,True,True,True,True,Bi;Sb;Te,False,Bi;Sb;Te,True,Sb;Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_much_worse,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,both_poor,candidate hypothesis only; no causal mechanism proven,0.0522931108534879,0.5420878798933799,0.489794769039892,0.0402805177973021,0.7175835470322764,0.6773030292349743,0.0410737887663579,0.7161101188995342,0.6750363301331763,True,True,True,True,120.0,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,True,True,True,True,True,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.jallcom.2019.153284
10.1016_j.jallcom.2017.06.296__sample_2753,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.jallcom.2017.06.296,,2753,PbTe0.997I0.003,unknown,n,n,,,,,1.004167,1.5605755028454422,1.2935281508532015,1.022641596030074,1.004167,1.590830983704421,1.2935281508532015,1.022641596030074,1.004167,1.5605755028454422,1.2935281508532015,1.022641596030074,70634.92,49206.350000000006,81050.2330851662,50271.59706723165,1.297078,2.433442,0.000244043,0.000240433,1.004167,1.590830983704421,1.022641596030074,299.166,819.99,520.8240000000001,10,True,True,True,True,True,True,True,I;Pb;Te,False,Te,True,Pb;Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,not_evaluated,not_evaluable,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,not_evaluable,candidate hypothesis only; no causal mechanism proven,0.2973852460936317,0.3516563802411938,0.054271134147562,0.3828223855975146,0.5306718840629686,0.1478494984654539,,,,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.jallcom.2017.06.296
10.1016_j.jallcom.2018.08.291__sample_41606,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.jallcom.2018.08.291,,41606,Cu2Se0.97I0.03,unknown,p,p,,,,,1.138246,1.0908321047685343,1.6989722247496866,1.1362875505998096,1.138246,0.5780963645587722,1.6989722247496866,1.1362875505998096,1.138246,1.0908321047685343,1.6989722247496866,1.1362875505998096,64011.36,46352.27,17725.51969096363,14497.549976376777,0.6923859,0.9456677,0.0002148376,0.0001693729,1.138246,0.5780963645587722,1.1362875505998096,373.998,774.62,400.622,9,True,True,True,True,True,True,True,Cu;I;Se,False,Se,True,Se,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_better_than_fitting,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect; tau_eff_ML_prediction_error,both_good,candidate hypothesis only; no causal mechanism proven,0.2701810088033509,0.5189605459994715,0.2487795371961206,0.2810324621748547,0.2680396618196294,-0.0129928003552252,0.416110209317807,0.1756201268541393,-0.2404900824636677,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.jallcom.2018.08.291
10.1016_j.mtphys.2021.100444__sample_45585,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.mtphys.2021.100444,,45585,(Ge0.9Sb0.1Te)0.995(FeTe2)0.005,unknown,p,p,,,,,1.801592,1.322548475960904,1.387183482555912,1.7423958318713129,1.801592,1.588152935360108,1.387183482555912,1.7423958318713129,1.801592,1.322548475960904,1.387183482555912,1.7423958318713129,74986.37,66189.45,112605.0075201284,71408.32023326802,1.447312,1.473118,0.00024,0.0002029167,1.801592,1.588152935360108,1.7423958318713129,301.073,770.631,469.558,11,True,True,True,True,True,True,True,Fe;Ge;Sb;Te,False,Ge;Sb;Te,True,Sb;Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_close_to_fitting,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect; tau_eff_ML_prediction_error,both_good,candidate hypothesis only; no causal mechanism proven,0.1833739408626492,0.189480109939169,0.0061061690765198,0.1426927406140973,0.1232132184539277,-0.0194795221601695,0.1981631703751173,0.1889298728444374,-0.0092332975306798,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.mtphys.2021.100444
10.1016_j.mtphys.2021.100444__sample_45587,130,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; rare metal attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.mtphys.2021.100444,,45587,(Ge0.9Sb0.1Te)0.985(FeTe2)0.015,unknown,p,p,,,,,1.928685,1.4329788027243235,1.7942304726698377,1.903948050434088,1.928685,1.7207607382420982,1.7942304726698377,1.903948050434088,1.928685,1.4329788027243235,1.7942304726698377,1.903948050434088,87717.54,77329.43,112605.0075201284,71408.32023326802,1.45491,1.4720595,0.0002287274,0.0002124726,1.928685,1.7207607382420982,1.903948050434088,301.041,772.12,471.079,11,True,True,True,True,True,True,True,Fe;Ge;Sb;Te,False,Ge;Sb;Te,True,Sb;Te,True,False,False,False,True,True,True,False,,True,True,,,,,,,,,no,,,no,unknown,ML_moderately_worse,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,both_good,candidate hypothesis only; no causal mechanism proven,0.1968676390077764,0.2988332139268457,0.1019655749190693,0.1443461194596215,0.2472860010478869,0.1029398815882653,0.1337003779008015,0.3081217746630727,0.1744213967622711,True,True,True,True,60.0,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked,False,False,True,True,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.mtphys.2021.100444
